source_method_name,source_method_type,meas_num_id,meas_id,n_blocks
Continuous Flow Apparatus,custom,GLOBmeas_664,continuous_flow_apparatus,8
Cooling curve,custom,GLOBmeas_1048,cooling_curve,4
Cooling curves,custom,GLOBmeas_1841,cooling_curves,1
Cooling curves method,custom,GLOBmeas_365,cooling_curves_method,21
Coriolis effect densimeter,custom,GLOBmeas_1240,coriolis_effect_densimeter,3
Coriolis flow meter,custom,GLOBmeas_1049,coriolis_flow_meter,4
Correlation GC,custom,GLOBmeas_265,correlation_gc,1
Correlation Gas Chromatography,custom,GLOBmeas_27,correlation_gas_chromatography,46
Correlation Gas Chromotography,custom,GLOBmeas_448,correlation_gas_chromotography,15
Correlation gas chromatography,custom,GLOBmeas_27,correlation_gas_chromatography,27
Correlation gas chromatography,standard,GLOBmeas_27,correlation_gas_chromatography,258
Correlation-gas chromatography,custom,GLOBmeas_27,correlation_gas_chromatography,15
Coulometric Karl Fischer titraton,custom,GLOBmeas_1050,coulometric_karl_fischer_titraton,4
Crison GLP 31+ conductivimeter,custom,GLOBmeas_910,crison_glp_31_conductivimeter,5
Crison GLP31,custom,GLOBmeas_787,crison_glp31,6
Crison conductimeter (model GLP31),custom,GLOBmeas_1482,crison_conductimeter_model_glp31,2
Cryoscopy,custom,GLOBmeas_1844,cryoscopy,1
Cu2O-jacketed adiabatic calorimeter,custom,GLOBmeas_1052,cu2o_jacketed_adiabatic_calorimeter,4
Cunducting Bridge with Dip Cell,custom,GLOBmeas_1484,cunducting_bridge_with_dip_cell,2
Curve Fitting Density Data,custom,GLOBmeas_1486,curve_fitting_density_data,2
Curve fit of data,custom,GLOBmeas_1485,curve_fit_of_data,2
Custom Made Vibrating Tube Densimeter,custom,GLOBmeas_1242,custom_made_vibrating_tube_densimeter,3
Custom adiabatic calorimeter,custom,GLOBmeas_298,custom_adiabatic_calorimeter,34
CyberScan CON1500 Bench Conductivity Meter,custom,GLOBmeas_1243,cyberscan_con1500_bench_conductivity_meter,3
CyberScan CON500 conductivity meter,custom,GLOBmeas_1845,cyberscan_con500_conductivity_meter,1
Cyberscan PC 510,custom,GLOBmeas_665,cyberscan_pc_510,8
Cylindrical cavity resonance method,standard,GLOBmeas_104,cylindrical_cavity_resonance_method,8
DCELL:UFactor:2,custom,GLOBmeas_788,dcell_ufactor_2,6
DDS-11A conductometer,custom,GLOBmeas_1244,dds_11a_conductometer,3
DDS-307 conductivity meter,custom,GLOBmeas_1846,dds_307_conductivity_meter,1
DDS-308 conductivity meter using a DJS-1C Pt electrode,custom,GLOBmeas_1245,dds_308_conductivity_meter_using_a_djs_1c_pt_electrode,3
DDSJ-308A Conductometer,custom,GLOBmeas_1487,ddsj_308a_conductometer,2
DERIVED:3rdvir,custom,GLOBmeas_1249,derived_3rdvir,3
DERIVED:3rdvir:UFactor:0.5,custom,GLOBmeas_1855,derived_3rdvir_ufactor_0_5,1
DIFFLOW:UFactor:0.5,custom,GLOBmeas_1879,difflow_ufactor_0_5,1
DIPPING:visual:monoch,custom,GLOBmeas_1516,dipping_visual_monoch,2
DIRDIL:UFactor:2,custom,GLOBmeas_1262,dirdil_ufactor_2,3
DIRDIL:UFactor:4,custom,GLOBmeas_346,dirdil_ufactor_4,24
DIRDIL:UFactor:8,custom,GLOBmeas_1885,dirdil_ufactor_8,1
DIRECT::UFactor:4,custom,GLOBmeas_537,direct_ufactor_4,3
DIRECT:FP,custom,GLOBmeas_668,direct_fp,8
DIRECT:UFactor:128,custom,GLOBmeas_1263,direct_ufactor_128,3
DIRECT:UFactor:16,custom,GLOBmeas_1888,direct_ufactor_16,1
DIRECT:UFactor:256,custom,GLOBmeas_1889,direct_ufactor_256,1
DIRECT:UFactor:32,custom,GLOBmeas_1890,direct_ufactor_32,1
DIRECT:UFactor:4,custom,GLOBmeas_537,direct_ufactor_4,8
DIRECT:UFactor:48,custom,GLOBmeas_372,direct_ufactor_48,20
DIRECT:UFactor:64,custom,GLOBmeas_1891,direct_ufactor_64,1
DIRECT:UFactor:8,custom,GLOBmeas_1892,direct_ufactor_8,1
DIRECT:UFactor:96,custom,GLOBmeas_1067,direct_ufactor_96,4
DIRECT:dissair,custom,GLOBmeas_1066,direct_dissair,4
DIRECT:dissair:UFactor:128,custom,GLOBmeas_1887,direct_dissair_ufactor_128,1
DIRECT:dissair:UFactor:64,custom,GLOBmeas_795,direct_dissair_ufactor_64,6
DIRECT:unst,custom,GLOBmeas_913,direct_unst,5
DIROBS,custom,GLOBmeas_428,dirobs,15
DIROBS:,custom,GLOBmeas_428,dirobs,1
DIROBS:Method:DIROBS,custom,GLOBmeas_1518,dirobs_method_dirobs,2
DIROBS:Method:DIROBS:UFactor:8,custom,GLOBmeas_1893,dirobs_method_dirobs_ufactor_8,1
DISPS:UFactor:0.5,custom,GLOBmeas_1264,disps_ufactor_0_5,3
DISTILL:FP,custom,GLOBmeas_796,distill_fp,6
DISTILL:UFactor:2:FP,custom,GLOBmeas_797,distill_ufactor_2_fp,6
DISTILL:UFactor:4,custom,GLOBmeas_914,distill_ufactor_4,5
DIgital conductivity meter (306) of Systronics,custom,GLOBmeas_1257,digital_conductivity_meter_306_of_systronics,3
DROPSH:UFactor:2,custom,GLOBmeas_1524,dropsh_ufactor_2,2
DROPSH:UFactor:4,custom,GLOBmeas_1070,dropsh_ufactor_4,4
DROPSH:UFactor:6,custom,GLOBmeas_1897,dropsh_ufactor_6,1
DROPSH:UFactor:8,custom,GLOBmeas_1266,dropsh_ufactor_8,3
DROPV::UFactor:2,custom,GLOBmeas_342,dropv_ufactor_2,1
DROPV::UFactor:4,custom,GLOBmeas_569,dropv_ufactor_4,1
DROPV:UFactor:2,custom,GLOBmeas_342,dropv_ufactor_2,24
DROPV:UFactor:4,custom,GLOBmeas_569,dropv_ufactor_4,9
DROPV:UFactor:6,custom,GLOBmeas_1898,dropv_ufactor_6,1
DROPV:UFactor:8,custom,GLOBmeas_1071,dropv_ufactor_8,4
DROPW:UFactor:2,custom,GLOBmeas_1899,dropw_ufactor_2,1
DROPW:UFactor:8,custom,GLOBmeas_1525,dropw_ufactor_8,2
DSA 5000,custom,GLOBmeas_1900,dsa_5000,1
DSC,custom,GLOBmeas_132,dsc,3437
DSC Calorimetry,custom,GLOBmeas_1526,dsc_calorimetry,2
DSC [Setaram C80],custom,GLOBmeas_1267,dsc_setaram_c80,3
DSC with Pressure Shift,custom,GLOBmeas_538,dsc_with_pressure_shift,11
"DSC, Micro DSC III",custom,GLOBmeas_1902,dsc_micro_dsc_iii,1
"DSC, calvet",custom,GLOBmeas_1901,dsc_calvet,1
DSC/DTA,custom,GLOBmeas_1527,dsc_dta,2
DSC:FP,custom,GLOBmeas_317,dsc_fp,30
DSC:UFactor:10,custom,GLOBmeas_1903,dsc_ufactor_10,1
DSC:UFactor:12,custom,GLOBmeas_1528,dsc_ufactor_12,2
DSC:UFactor:16,custom,GLOBmeas_1904,dsc_ufactor_16,1
DSC:UFactor:2,custom,GLOBmeas_269,dsc_ufactor_2,42
DSC:UFactor:4,custom,GLOBmeas_570,dsc_ufactor_4,10
DTA,custom,GLOBmeas_130,dta,4038
DTA/TGA,custom,GLOBmeas_347,dta_tga,24
DTA:,custom,GLOBmeas_130,dta,17
DTA::,custom,GLOBmeas_130,dta,5
DTA::::,custom,GLOBmeas_130,dta,1
DTA:FP,custom,GLOBmeas_343,dta_fp,25
DTA:UFactor:10,custom,GLOBmeas_800,dta_ufactor_10,6
DTA:UFactor:2,custom,GLOBmeas_243,dta_ufactor_2,53
DTA:UFactor:2:FP,custom,GLOBmeas_801,dta_ufactor_2_fp,6
DTA:UFactor:3,custom,GLOBmeas_325,dta_ufactor_3,28
DTA:UFactor:4,custom,GLOBmeas_230,dta_ufactor_4,59
DTA:UFactor:4:FP,custom,GLOBmeas_484,dta_ufactor_4_fp,13
DTA:UFactor:8,custom,GLOBmeas_571,dta_ufactor_8,10
DTA:UFactor:8:FP,custom,GLOBmeas_348,dta_ufactor_8_fp,24
DTA:corrimp,custom,GLOBmeas_156,dta_corrimp,259
DTA:corrimp:FP,custom,GLOBmeas_799,dta_corrimp_fp,6
DTA:corrimp:UFactor:10,custom,GLOBmeas_1905,dta_corrimp_ufactor_10,1
DTA:corrimp:UFactor:4,custom,GLOBmeas_722,dta_corrimp_ufactor_4,7
DTA:corrimpFP,custom,GLOBmeas_1906,dta_corrimpfp,1
DTG,custom,GLOBmeas_916,dtg,5
DYNAMIC,custom,GLOBmeas_670,dynamic,6
Dataphysics DCAT21 digital tensiometer,custom,GLOBmeas_717,dataphysics_dcat21_digital_tensiometer,7
Declining pressure during CO2 absorption,custom,GLOBmeas_1848,declining_pressure_during_co2_absorption,1
Decrease in pressure due to absorption,custom,GLOBmeas_513,decrease_in_pressure_due_to_absorption,12
Dekameter,custom,GLOBmeas_911,dekameter,5
Densimeter,custom,GLOBmeas_1246,densimeter,3
Density Variation,custom,GLOBmeas_565,density_variation,10
Density and Index of Refraction,custom,GLOBmeas_666,density_and_index_of_refraction,8
Density and Speed of Sound,custom,GLOBmeas_1053,density_and_speed_of_sound,4
Density calibration data,custom,GLOBmeas_10,density_calibration_data,15
Density calibration data,standard,GLOBmeas_10,density_calibration_data,1157
Density data calibration,custom,GLOBmeas_1248,density_data_calibration,3
Density measurement and mass balance,custom,GLOBmeas_1054,density_measurement_and_mass_balance,4
Derive from enthalpy of mixing (adiabatic calorimetery method),custom,GLOBmeas_1854,derive_from_enthalpy_of_mixing_adiabatic_calorimetery_method,1
Derived,custom,GLOBmeas_398,derived,1
Derived From Fit of Exp. He Data,custom,GLOBmeas_790,derived_from_fit_of_exp_he_data,6
Derived analytically,standard,GLOBmeas_89,derived_analytically,19
Derived by Second law,standard,GLOBmeas_47,derived_by_second_law,189
Derived from Hex data,custom,GLOBmeas_1495,derived_from_hex_data,2
Derived from Hex measurements,custom,GLOBmeas_1496,derived_from_hex_measurements,2
Derived from LLE data,custom,GLOBmeas_792,derived_from_lle_data,6
Derived from PVT data,custom,GLOBmeas_61,derived_from_pvt_data,4
Derived from PVT data,standard,GLOBmeas_61,derived_from_pvt_data,71
Derived from VLE measurements,custom,GLOBmeas_793,derived_from_vle_measurements,6
Derived from VP osmometry,custom,GLOBmeas_1508,derived_from_vp_osmometry,1
Derived from calorimetric data,custom,GLOBmeas_1250,derived_from_calorimetric_data,3
Derived from cell volume vs pressure,custom,GLOBmeas_1857,derived_from_cell_volume_vs_pressure,1
Derived from enthalpies of solution - plateau,custom,GLOBmeas_1858,derived_from_enthalpies_of_solution_plateau,1
Derived from heat capacity data,custom,GLOBmeas_1493,derived_from_heat_capacity_data,2
Derived from index of refraction data,custom,GLOBmeas_1057,derived_from_index_of_refraction_data,4
Derived from index of refraction measurments,custom,GLOBmeas_1860,derived_from_index_of_refraction_measurments,1
Derived from infinite dilution activity coefficient data,custom,GLOBmeas_667,derived_from_infinite_dilution_activity_coefficient_data,8
Derived from internal energy loop calculations,custom,GLOBmeas_1861,derived_from_internal_energy_loop_calculations,1
Derived from internal energy loops based on saturated liquid heat capacity.,custom,GLOBmeas_1862,derived_from_internal_energy_loops_based_on_saturated_liquid_heat_capacity,1
Derived from isochoric Cv measurments,custom,GLOBmeas_791,derived_from_isochoric_cv_measurments,6
Derived from isochoric and isothermal break points,custom,GLOBmeas_1497,derived_from_isochoric_and_isothermal_break_points,2
Derived from isopiestic experiments,custom,GLOBmeas_1059,derived_from_isopiestic_experiments,4
Derived from isothermal titration calorimetry,custom,GLOBmeas_1863,derived_from_isothermal_titration_calorimetry,1
Derived from isothermal titration calorimetry data,custom,GLOBmeas_605,derived_from_isothermal_titration_calorimetry_data,1
Derived from knudsen effusion method,custom,GLOBmeas_1499,derived_from_knudsen_effusion_method,1
Derived from phase diagram analysis,standard,GLOBmeas_40,derived_from_phase_diagram_analysis,246
Derived from reaction Gibbs energy,custom,GLOBmeas_1501,derived_from_reaction_gibbs_energy,2
Derived from refractive index data,custom,GLOBmeas_1060,derived_from_refractive_index_data,4
Derived from relative permittivity,custom,GLOBmeas_1867,derived_from_relative_permittivity,1
Derived from relative permittivity measurements,custom,GLOBmeas_1502,derived_from_relative_permittivity_measurements,2
Derived from relative static permittivity measurements of the liquid and solid states,custom,GLOBmeas_1503,derived_from_relative_static_permittivity_measurements_of_the_liquid_and_solid_states,2
Derived from solubility data,custom,GLOBmeas_1868,derived_from_solubility_data,1
Derived from solution-reaction calorimetry,custom,GLOBmeas_1061,derived_from_solution_reaction_calorimetry,1
Derived from speed of sound,standard,GLOBmeas_94,derived_from_speed_of_sound,9
Derived from the emf measurements,custom,GLOBmeas_1504,derived_from_the_emf_measurements,2
Derived from the enthalpies of solution - plateau,custom,GLOBmeas_1869,derived_from_the_enthalpies_of_solution_plateau,1
Derived from van't Hoff Equation,custom,GLOBmeas_1062,derived_from_van_t_hoff_equation,4
Derived from vapor pressure data,custom,GLOBmeas_1507,derived_from_vapor_pressure_data,2
Derived from vapor pressure measurement,custom,GLOBmeas_566,derived_from_vapor_pressure_measurement,10
Derived graphically,standard,GLOBmeas_105,derived_graphically,8
Derived with speed of sound,custom,GLOBmeas_1870,derived_with_speed_of_sound,1
Determined from density measurements,custom,GLOBmeas_427,determined_from_density_measurements,16
Determined from solubility data,custom,GLOBmeas_514,determined_from_solubility_data,12
Determined from thermal gravimetric analysis data,custom,GLOBmeas_1509,determined_from_thermal_gravimetric_analysis_data,2
Diaphragm manometer,standard,GLOBmeas_73,diaphragm_manometer,51
Dielectric constant meter,custom,GLOBmeas_567,dielectric_constant_meter,4
Dielectrometer,custom,GLOBmeas_399,dielectrometer,10
Difference in CO and CH4 Reduction Enthalpies,custom,GLOBmeas_1512,difference_in_co_and_ch4_reduction_enthalpies,2
Differential Scanning Calorimeter,custom,GLOBmeas_272,differential_scanning_calorimeter,2
Differential Scanning Calorimetry,custom,GLOBmeas_1256,differential_scanning_calorimetry,3
Differential Scanning Calorimetry with Pressure Regulation,custom,GLOBmeas_1513,differential_scanning_calorimetry_with_pressure_regulation,2
Differential Thermal Analysis,custom,GLOBmeas_1878,differential_thermal_analysis,1
Differential ebulliometry,standard,GLOBmeas_85,differential_ebulliometry,29
Differential flow calorimetry,standard,GLOBmeas_101,differential_flow_calorimetry,9
Differential pulse polarography,custom,GLOBmeas_1877,differential_pulse_polarography,1
Differential scanning calorimeter,custom,GLOBmeas_272,differential_scanning_calorimeter,38
Digital Conductivity Meter,custom,GLOBmeas_568,digital_conductivity_meter,1
Digital Refractometer Mettler Toledo,custom,GLOBmeas_1064,digital_refractometer_mettler_toledo,4
Digital conductivity meter,custom,GLOBmeas_568,digital_conductivity_meter,7
Digital holographic interferometer,custom,GLOBmeas_912,digital_holographic_interferometer,5
Digital multimeter (Martini instrument Mi180),custom,GLOBmeas_1881,digital_multimeter_martini_instrument_mi180,1
Dilute Solution Ebulliometry,custom,GLOBmeas_1515,dilute_solution_ebulliometry,2
Dilutor technique,custom,GLOBmeas_213,dilutor_technique,14
Dip Cell,custom,GLOBmeas_411,dip_cell,17
Dip type conductivity cell,custom,GLOBmeas_1883,dip_type_conductivity_cell,1
Dip-type,custom,GLOBmeas_1260,dip_type,3
Dipping refractometry (monochromatic),standard,GLOBmeas_126,dipping_refractometry_monochromatic,1
Direct current cell with electrodes,standard,GLOBmeas_49,direct_current_cell_with_electrodes,164
Direct dilatometry,standard,GLOBmeas_55,direct_dilatometry,123
Direct measurement,standard,GLOBmeas_43,direct_measurement,234
Direct visualization technique,custom,GLOBmeas_1517,direct_visualization_technique,2
Discharge crucible method,custom,GLOBmeas_669,discharge_crucible_method,3
Dispersion,standard,GLOBmeas_90,dispersion,18
Distillation,standard,GLOBmeas_52,distillation,128
Double Knudsen cell mass spectrometry,custom,GLOBmeas_1895,double_knudsen_cell_mass_spectrometry,1
Double-beam spectrophotometry,custom,GLOBmeas_1523,double_beam_spectrophotometry,2
Draining crucible,standard,GLOBmeas_125,draining_crucible,2
Drop Calorimetry,custom,GLOBmeas_28,drop_calorimetry,8
Drop Microcalorimetry,custom,GLOBmeas_366,drop_microcalorimetry,7
Drop calorimeter,custom,GLOBmeas_915,drop_calorimeter,5
Drop calorimetry,custom,GLOBmeas_28,drop_calorimetry,15
Drop calorimetry,standard,GLOBmeas_28,drop_calorimetry,343
Drop ice or diphenyl ether calorimetry,standard,GLOBmeas_106,drop_ice_or_diphenyl_ether_calorimetry,8
Drop sublimation at initial T = 411 K and adjusted to 298.15 K,custom,GLOBmeas_1896,drop_sublimation_at_initial_t_411_k_and_adjusted_to_298_15_k,1
Drop volume,standard,GLOBmeas_32,drop_volume,311
Drop weight,standard,GLOBmeas_67,drop_weight,56
Drop-Microcalorimetry,custom,GLOBmeas_366,drop_microcalorimetry,1
Dual path-length method,standard,GLOBmeas_109,dual_path_length_method,7
Dynamic Flow High Pressure System,custom,GLOBmeas_1530,dynamic_flow_high_pressure_system,2
Dynamic Light Scattering,custom,GLOBmeas_299,dynamic_light_scattering,1
Dynamic Method,custom,GLOBmeas_349,dynamic_method,3
Dynamic apparatus,custom,GLOBmeas_1268,dynamic_apparatus,3
Dynamic equilibration,standard,GLOBmeas_110,dynamic_equilibration,6
Dynamic light scattering,custom,GLOBmeas_299,dynamic_light_scattering,16
Dynamic method,custom,GLOBmeas_349,dynamic_method,8
Dynamic saturation method and analysis by gas chromatography-mass spectrometry,custom,GLOBmeas_918,dynamic_saturation_method_and_analysis_by_gas_chromatography_mass_spectrometry,5
EBULLIO::UFactor:2,custom,GLOBmeas_159,ebullio_ufactor_2,11
EBULLIO::UFactor:3,custom,GLOBmeas_360,ebullio_ufactor_3,2
EBULLIO::UFactor:4,custom,GLOBmeas_155,ebullio_ufactor_4,6
EBULLIO::UFactor:6,custom,GLOBmeas_222,ebullio_ufactor_6,2
EBULLIO::UFactor:8,custom,GLOBmeas_146,ebullio_ufactor_8,3
EBULLIO::dP:.13,custom,GLOBmeas_1270,ebullio_dp_13,3
EBULLIO::dP:0.15,custom,GLOBmeas_723,ebullio_dp_0_15,6
EBULLIO:FP,custom,GLOBmeas_724,ebullio_fp,7
EBULLIO:UFactor:0.5,custom,GLOBmeas_919,ebullio_ufactor_0_5,5
EBULLIO:UFactor:12,custom,GLOBmeas_359,ebullio_ufactor_12,22
EBULLIO:UFactor:128,custom,GLOBmeas_803,ebullio_ufactor_128,6
EBULLIO:UFactor:16,custom,GLOBmeas_175,ebullio_ufactor_16,167
EBULLIO:UFactor:2,custom,GLOBmeas_159,ebullio_ufactor_2,237
EBULLIO:UFactor:24,custom,GLOBmeas_539,ebullio_ufactor_24,11
EBULLIO:UFactor:2:UFactor:2,custom,GLOBmeas_1911,ebullio_ufactor_2_ufactor_2,1
EBULLIO:UFactor:3,custom,GLOBmeas_360,ebullio_ufactor_3,20
EBULLIO:UFactor:32,custom,GLOBmeas_177,ebullio_ufactor_32,161
EBULLIO:UFactor:32:FP,custom,GLOBmeas_725,ebullio_ufactor_32_fp,7
EBULLIO:UFactor:32:dPV:.001,custom,GLOBmeas_1533,ebullio_ufactor_32_dpv_001,2
EBULLIO:UFactor:32:dPV:0.13,custom,GLOBmeas_1912,ebullio_ufactor_32_dpv_0_13,1
EBULLIO:UFactor:4,custom,GLOBmeas_155,ebullio_ufactor_4,260
EBULLIO:UFactor:48,custom,GLOBmeas_1913,ebullio_ufactor_48,1
EBULLIO:UFactor:4:FP,custom,GLOBmeas_1271,ebullio_ufactor_4_fp,3
EBULLIO:UFactor:5,custom,GLOBmeas_1534,ebullio_ufactor_5,2
EBULLIO:UFactor:500,custom,GLOBmeas_1535,ebullio_ufactor_500,2
EBULLIO:UFactor:6,custom,GLOBmeas_222,ebullio_ufactor_6,66
EBULLIO:UFactor:64,custom,GLOBmeas_223,ebullio_ufactor_64,67
EBULLIO:UFactor:64:FP,custom,GLOBmeas_920,ebullio_ufactor_64_fp,5
EBULLIO:UFactor:8,custom,GLOBmeas_146,ebullio_ufactor_8,399
EBULLIO:UFactor:8:FP,custom,GLOBmeas_1073,ebullio_ufactor_8_fp,4
EBULLIO:UFactor:96,custom,GLOBmeas_1536,ebullio_ufactor_96,2
EBULLIO:dP:0.133,custom,GLOBmeas_802,ebullio_dp_0_133,6
EBULLIO:dP:0.15,custom,GLOBmeas_723,ebullio_dp_0_15,1
EBULLIO:dPV:0.02,custom,GLOBmeas_1910,ebullio_dpv_0_02,1
EDTA titration,custom,GLOBmeas_1074,edta_titration,4
EDTA volumetric method,custom,GLOBmeas_671,edta_volumetric_method,8
"ELICO conductivity bridge, model CM82T",custom,GLOBmeas_1274,elico_conductivity_bridge_model_cm82t,3
EMF measurement,custom,GLOBmeas_1917,emf_measurement,1
EMF measurements,custom,GLOBmeas_1275,emf_measurements,3
Ebullio,custom,GLOBmeas_1269,ebullio,3
Ebulliometer,custom,GLOBmeas_804,ebulliometer,1
Ebulliometric method (Recirculating still),standard,GLOBmeas_5,ebulliometric_method_recirculating_still,3244
Ecolab MPFU speed of sound meter,custom,GLOBmeas_1914,ecolab_mpfu_speed_of_sound_meter,1
Electric conduction,custom,GLOBmeas_350,electric_conduction,24
Electrochemical Cell,custom,GLOBmeas_1272,electrochemical_cell,3
Electrochemical cell potential,custom,GLOBmeas_806,electrochemical_cell_potential,6
Electrochemistry (cyclic voltametry),custom,GLOBmeas_1273,electrochemistry_cyclic_voltametry,3
"Electromagnetic levitation; mass taken directly, volume taken from sample image",custom,GLOBmeas_921,electromagnetic_levitation_mass_taken_directly_volume_taken_from_sample_image,5
Electromagnetically Driven Piston,custom,GLOBmeas_1915,electromagnetically_driven_piston,1
Electron Probe Microanalysis,custom,GLOBmeas_1539,electron_probe_microanalysis,2
Electron microprobe,custom,GLOBmeas_1538,electron_microprobe,2
Equal volume method,custom,GLOBmeas_367,equal_volume_method,8
Equation of State Calculation,custom,GLOBmeas_1540,equation_of_state_calculation,2
Equilibrating pyrene with each solvent system by shaking the bottles in a constant temperature water bath for at least 72h followed by a settling step for the same period of time,custom,GLOBmeas_516,equilibrating_pyrene_with_each_solvent_system_by_shaking_the_bottles_in_a_constant_temperature_water_bath_for_at_least_72h_followed_by_a_settling_step_for_the_same_period_of_time,12
Equilibrium Still,custom,GLOBmeas_1921,equilibrium_still,1
Estimated from Data,custom,GLOBmeas_1922,estimated_from_data,1
Estimated from the VLE measurements,custom,GLOBmeas_1543,estimated_from_the_vle_measurements,2
Estimated from volume and mass a tablet,custom,GLOBmeas_1923,estimated_from_volume_and_mass_a_tablet,1
Estimation,custom,GLOBmeas_1924,estimation,1
Estimation from suface tension,custom,GLOBmeas_1925,estimation_from_suface_tension,1
Eutech Cyberscan Con 11,custom,GLOBmeas_923,eutech_cyberscan_con_11,5
Evaporation,custom,GLOBmeas_1279,evaporation,3
Evaporation of water,custom,GLOBmeas_1280,evaporation_of_water,3
Expansion technique,standard,GLOBmeas_120,expansion_technique,3
Exponential Saturator,custom,GLOBmeas_1928,exponential_saturator,1
Extra sensitive DSC,standard,GLOBmeas_57,extra_sensitive_dsc,92
